# GENERATED by kit-plan.sh. The plan is TEXT; .project/index.db is derived from it.
# Do not edit by hand -- re-run kit-plan.sh. Committed on purpose: docs/adr/0004-where-the-plan-lives.md
#goal	default
#created	2026-08-17T02:49:19Z
#tasks_digest	211874695-5961
#columns	goal_id	task_id	layer	rank	score	cluster
default	T-20260811-promote-the-ownership-boundary-and-measu	0	28	1.000	3
default	T-20260808-a-repeatable-trial-protocol-for-running-	0	29	5.000	6
default	T-20260808-a-task-id-matching-no-task-file-is-count	0	30	3.000	6
default	T-20260809-a-deleted-task-file-is-indistinguishable	0	31	3.000	6
default	T-20260809-a-folded-git-trailer-loses-its-continuat	0	32	3.000	6
default	T-20260809-a-task-id-containing-a-regex-metacharact	0	33	3.000	6
default	T-20260808-parallel-task-execution-has-no-isolation	0	34	2.000	6
default	T-20260811-agent-behaviour-has-no-eval-only-mechani	0	35	2.000	6
default	T-20260811-scan-the-harness-configuration-as-an-att	0	36	2.000	6
default	T-20260814-nothing-checks-that-a-finding-s-file-and	0	37	2.000	6
default	T-20260808-the-conformance-suite-cannot-fail-on-the	0	38	1.000	6
default	T-20260809-lint-the-kit-for-untrusted-text-interpol	0	39	1.000	6
default	T-20260810-the-suite-that-gates-every-control-has-n	0	40	1.000	6
default	T-20260810-commands-lint-does-not-cover-the-tests-d	0	41	0.000	6
default	T-20260808-adoption-paths-for-an-empty-folder-and-f	0	42	4.000	5
default	T-20260808-decompose-kit-index-along-the-seam-it-al	0	43	3.000	5
default	T-20260808-shrink-the-embedded-awk-surface-by-movin	0	44	3.000	5
default	T-20260817-an-octal-escape-in-globre-makes-kit-inde	0	45	3.000	5
default	T-20260809-one-json-reader-and-one-json-writer-at-t	0	46	2.000	5
default	T-20260811-team-mode-bootstrap-so-a-second-develope	0	47	2.000	5
default	T-20260808-a-freshly-adopted-repo-defaults-to-warn-	0	48	1.000	5
default	T-20260808-the-conformance-suite-shipped-two-gnu-on	0	49	1.000	5
default	T-20260808-the-readme-argues-zero-mcp-from-a-cost-m	0	50	1.000	5
default	T-20260809-a-newly-added-script-is-invisible-to-the	0	51	1.000	5
default	T-20260811-model-identity-leaks-into-agent-frontmat	0	52	1.000	5
default	T-20260731-component-model-for-polyglot-and-moderni	0	53	3.000	2
default	T-20260811-selective-installer-with-per-project-com	0	54	2.000	2
default	T-20260812-kit-init-leaves-a-footprint-in-an-adopte	0	55	2.000	2
default	T-20260818-relicense-from-mit-to-apache-2-0-while-s	0	56	1.000	2
default	T-20260815-an-ingest-adapter-can-insert-a-task-row-	0	57	3.000	9
default	T-20260815-co-change-withheld-disabled-and-empty-ar	0	58	3.000	10
default	T-20260816-an-in-root-profile-write-gives-an-agent-	0	59	3.000	14
default	T-20260816-kit-event-can-mint-privileged-event-kind	0	60	3.000	15
default	T-20260816-the-accelerator-export-leaks-project-tex	0	61	3.000	17
default	T-20260816-two-shell-writers-build-event-json-unesc	0	62	3.000	18
default	T-20260731-accelerator-line-budget-and-eviction	0	63	2.000	1
default	T-20260731-cross-project-accelerator-aggregation	0	64	2.000	1
default	T-20260814-the-promotion-ladder-has-no-gate-so-an-a	0	65	2.000	1
default	T-20260811-an-accelerator-authoring-template-and-se	0	66	1.000	1
default	T-20260801-declare-and-enforce-a-library-catalogue	0	67	0.000	1
default	T-20260808-make-the-security-assurance-cadence-a-po	0	68	2.000	4
default	T-20260811-a-scope-challenge-gate-before-the-adr-at	0	69	2.000	4
default	T-20260811-run-the-review-chain-automatically-gate-	0	70	2.000	4
default	T-20260811-split-spec-compliance-from-code-quality-	0	71	2.000	4
default	T-20260814-documents-and-adrs-are-produced-by-three	0	72	2.000	4
default	T-20260808-an-agent-tools-entry-that-resolves-to-no	0	73	1.000	4
default	T-20260814-accelerator-binding-names-an-agent-the-k	0	74	1.000	4
default	T-20260801-reviewer-agents-cannot-run-the-tools-the	0	75	0.000	4
default	T-20260811-a-retro-artefact-that-closes-the-kaizen-	0	76	2.000	7
default	T-20260812-status-has-no-time-dimension-so-daily-ac	0	77	2.000	7
default	T-20260812-the-empty-spend-notice-asserts-a-cause-i	0	78	2.000	7
default	T-20260815-four-of-five-review-fixes-have-no-assert	0	79	2.000	11
default	T-20260815-kit-task-sh-documents-a-confirm-gate-it-	0	80	2.000	12
default	T-20260815-security-md-claims-allowedtools-enforces	0	81	2.000	13
default	T-20260816-kit-guard-fails-open-on-notebookedit-bec	0	82	2.000	16
default	T-20260812-the-profile-template-ships-no-tier-floor	0	83	1.000	8
default	T-20260808-cluster-packs-are-generated-and-read-by-	1	1	2.000	3
default	T-20260808-trial-the-kit-on-one-unfamiliar-brownfie	1	2	2.000	6
